emp_id,gender,dept,total_months,working_days,absent_days,total_leaves,previous_salary,performance_rating,current_salary,is_risk
27001,Male,,31,20.0,3.0,6,77649.0,8,83230.21983887794,0
27002,Female,Finance,87,22.0,1.0,13,42161.0,5,39425.40738823655,0
27003,Female,HR,16,22.0,6.0,9,35312.0,2,44291.74919118533,1
27004,Male,HR,54,25.0,1.0,8,139790.0,4,150597.426024144,0
27005,Female,Tech,84,21.0,8.0,8,82443.0,6,75478.96750109948,0
27006,Female,Tech,117,23.0,2.0,14,42724.0,5,51980.849774196504,0
27007,Female,HR,47,24.0,7.0,14,60991.0,5,72701.07902843776,0
27008,Female,Ops,8,21.0,1.0,13,144933.0,5,145226.90516066953,0
27009,Female,Tech,48,22.0,6.0,14,56291.0,1,54416.86200622884,1
27010,Female,Finance,81,25.0,1.0,9,,1,129129.94685058053,1
27011,Female,Ops,64,22.0,,12,86446.0,1,95930.34139737922,1
27012,Female,HR,50,22.0,7.0,2,53682.0,2,62929.040546471246,1
27013,Female,Finance,19,24.0,8.0,10,85174.0,4,108801.02259070167,0
27014,Male,Finance,43,24.0,,7,113573.0,4,104560.50535420717,0
27015,Male,Ops,101,20.0,0.0,9,59692.0,7,59077.93740420599,0
27016,Male,HR,109,21.0,1.0,8,110823.0,4,135171.30471477518,0
27017,Female,Finance,91,25.0,9.0,0,142219.0,10,154156.4786738758,0
27018,Female,Tech,79,,3.0,4,126478.0,1,150573.2053597272,1
27019,Female,Tech,88,24.0,1.0,10,123667.0,1,128361.79970646209,1
27020,Male,Ops,69,23.0,2.0,6,66337.0,9,70959.69086749731,0
27021,Male,Tech,53,23.0,6.0,5,142930.0,3,150145.8001340734,0
27022,Female,Sales,47,22.0,9.0,1,31064.0,10,33296.03689102307,0
27023,Male,HR,38,25.0,3.0,10,130842.0,9,154277.9487063506,0
27024,Male,,57,20.0,5.0,1,144833.0,2,186566.0104626644,1
27025,Female,Finance,9,25.0,2.0,0,135208.0,10,126683.92781573073,0
27026,Female,Ops,89,25.0,1.0,13,90498.0,2,111908.35535740803,1
27027,Male,Ops,15,24.0,5.0,12,,7,60437.09480333035,0
27028,Female,,108,24.0,4.0,5,31511.0,7,39555.66616819877,0
27029,Male,Tech,27,23.0,9.0,12,138387.0,5,129037.01648007278,0
27030,Male,Ops,59,20.0,6.0,8,48405.0,1,60257.2109363667,1
27031,Male,,45,21.0,4.0,8,141627.0,3,133099.99552390602,0
27032,Female,Ops,117,22.0,7.0,7,39872.0,7,49459.2481504098,0
27033,Male,Tech,6,22.0,1.0,2,135630.0,8,,0
27034,Male,HR,39,24.0,9.0,3,50202.0,4,49007.652348219286,0
27035,Female,Sales,16,21.0,0.0,12,,9,107523.43715847959,0
27036,Female,Ops,51,25.0,0.0,12,145086.0,7,133638.66980697698,0
27037,Male,HR,29,,6.0,11,82371.0,7,87748.73862942579,0
27038,Female,HR,97,20.0,3.0,11,116195.0,4,134869.13131092046,0
27039,Female,Finance,82,23.0,6.0,11,54369.0,8,55861.77227702613,0
27040,Male,Tech,100,21.0,9.0,0,76788.0,3,70353.02882764152,0
27041,Female,Finance,105,21.0,9.0,0,141917.0,1,143535.704846197,1
27042,Male,Tech,1,24.0,8.0,13,145908.0,9,,0
27043,Female,HR,13,21.0,3.0,3,124180.0,3,,0
27044,Female,Ops,6,20.0,9.0,9,99726.0,1,105853.96471731851,1
27045,Male,Tech,20,23.0,6.0,12,79491.0,4,87920.465288469,0
27046,Male,Tech,102,21.0,,3,52175.0,9,65626.40440897163,0
27047,Female,HR,98,23.0,6.0,2,102048.0,7,132415.9791558585,0
27048,Female,Sales,82,24.0,5.0,4,,10,90918.48063545565,0
27049,Female,HR,71,25.0,9.0,9,96236.0,1,104118.80317078134,1
27050,Male,HR,37,25.0,2.0,3,145279.0,10,166662.71647016742,0
27051,Female,Tech,118,24.0,5.0,9,56601.0,1,59800.82292384754,1
27052,Male,HR,80,24.0,1.0,6,80273.0,6,103834.07832651325,0
27053,Female,Finance,78,23.0,5.0,4,56037.0,6,63538.24562316473,0
27054,Female,HR,78,25.0,7.0,7,82958.0,5,90426.16770882862,0
27055,Female,Ops,4,20.0,7.0,4,108223.0,8,97999.84933901322,0
27056,Female,HR,14,22.0,7.0,11,81864.0,6,74544.26583045922,0
27057,Female,HR,65,24.0,4.0,1,63117.0,5,59352.21189895985,0
27058,Male,Ops,56,22.0,,12,85676.0,9,,0
27059,Male,Sales,33,20.0,9.0,0,121889.0,2,129691.41323220378,1
27060,Male,Sales,72,22.0,4.0,3,123011.0,7,135956.48522779785,0
27061,Female,Sales,91,21.0,3.0,11,,10,,0
27062,Male,Finance,97,22.0,9.0,14,61587.0,4,67578.74996816201,0
27063,Male,Ops,94,23.0,7.0,0,116252.0,2,115293.83466711435,1
27064,Female,Finance,20,23.0,7.0,13,47296.0,3,46033.20655546629,0
27065,Female,,6,23.0,8.0,9,119310.0,1,147545.2632477253,1
27066,Male,Finance,1,23.0,0.0,12,129673.0,8,159651.01945020014,0
27067,Male,Ops,9,24.0,4.0,10,73420.0,5,80318.97627960201,0
27068,Male,Tech,55,21.0,2.0,0,94874.0,8,118845.2229615107,0
27069,Male,Tech,32,25.0,3.0,0,47687.0,9,,0
27070,Male,Sales,97,20.0,1.0,8,,2,75356.34728235425,1
27071,Male,Finance,18,21.0,0.0,6,109882.0,8,99933.24687865746,0
27072,Male,Sales,37,22.0,0.0,0,139139.0,1,155752.74680897943,1
27073,Female,,63,22.0,7.0,10,47938.0,1,52675.54233157742,1
27074,Male,Sales,19,25.0,3.0,9,109770.0,7,104335.48008054163,0
27075,Female,HR,97,23.0,7.0,6,121785.0,4,129214.63780105014,0
27076,Female,Ops,5,23.0,3.0,6,106620.0,9,105108.20465058231,0
27077,Female,Finance,56,23.0,7.0,4,49990.0,4,57926.27694372822,0
27078,Male,Finance,12,23.0,0.0,11,94812.0,1,99553.53625185737,1
27079,Male,Finance,65,23.0,3.0,0,95518.0,4,120241.1770398105,0
27080,Female,Ops,70,20.0,4.0,4,139991.0,6,179205.24607649606,0
27081,Male,HR,81,24.0,,5,43906.0,6,48030.6915542042,0
27082,Male,Tech,8,23.0,2.0,6,82804.0,1,92919.35183987684,1
27083,Female,,5,25.0,8.0,0,77848.0,1,90229.92003616589,1
27084,Male,HR,99,25.0,4.0,12,46566.0,1,56018.94123537302,1
27085,Female,Sales,28,24.0,5.0,1,90969.0,6,113601.45960589542,0
27086,Female,Finance,79,22.0,7.0,10,59484.0,8,58610.8240189213,0
27087,Female,Finance,60,23.0,1.0,2,51458.0,8,57144.14870949957,0
27088,Female,Tech,92,23.0,0.0,13,120099.0,2,117584.96027274698,1
27089,Male,Sales,88,25.0,7.0,13,103035.0,5,117075.55690841567,0
27090,Female,HR,90,22.0,4.0,11,120438.0,3,,0
27091,Male,Sales,72,20.0,6.0,6,61150.0,6,64032.269255598054,0
27092,Male,Sales,99,20.0,4.0,2,110899.0,1,122892.5876116603,1
27093,Male,Tech,80,23.0,7.0,9,84536.0,8,88569.58127000787,0
27094,Male,HR,71,24.0,0.0,3,103607.0,4,117984.43640996263,0
27095,Female,Tech,17,21.0,7.0,8,78288.0,9,92269.01554485543,0
27096,Female,HR,51,25.0,1.0,10,149485.0,4,176780.77121717363,0
27097,Female,Ops,55,24.0,8.0,4,56558.0,5,54457.71003107403,0
27098,Female,Ops,99,23.0,,13,56287.0,9,55219.14530902737,0
27099,Female,Finance,64,25.0,4.0,7,121598.0,3,119594.14062143081,0
27100,Male,Tech,31,20.0,,0,40584.0,3,50919.67244410978,0
27101,Female,,59,24.0,1.0,7,115930.0,8,127638.97756694585,0
27102,Male,Sales,71,20.0,4.0,5,112613.0,3,135529.79883943318,0
27103,Male,Sales,51,20.0,2.0,0,102415.0,8,126973.04444411585,0
27104,Female,Ops,67,25.0,0.0,3,136934.0,1,175232.89685754298,1
27105,Male,Tech,18,20.0,8.0,9,124665.0,1,115016.98972613366,1
27106,Male,Finance,117,24.0,5.0,10,83654.0,7,85544.65012397467,0
27107,Female,Sales,27,24.0,3.0,11,100570.0,8,104942.41041120424,0
27108,Female,Finance,81,24.0,6.0,4,111349.0,4,112615.32345942786,0
27109,Female,Sales,32,23.0,3.0,4,101873.0,3,109358.57733888998,0
27110,Male,HR,75,23.0,5.0,2,35321.0,8,45806.95759611651,0
27111,Female,Ops,76,21.0,5.0,6,92865.0,4,89249.63719188172,0
27112,Female,Tech,46,25.0,7.0,10,31982.0,9,36377.29615508949,0
27113,Male,Sales,36,22.0,1.0,10,49542.0,7,48167.2768161499,0
27114,Female,Ops,76,23.0,5.0,0,50681.0,2,56141.656202299,1
27115,Male,Finance,12,22.0,5.0,8,62654.0,3,75021.56103565394,0
27116,Male,Tech,59,25.0,1.0,4,31292.0,8,39068.32751982287,0
27117,Female,Tech,84,25.0,8.0,8,133980.0,8,126196.76662658702,0
27118,Male,Ops,42,20.0,0.0,6,88263.0,9,109139.93816250672,0
27119,Male,Ops,67,25.0,2.0,4,137109.0,3,145616.67251108892,0
27120,Female,Ops,31,21.0,1.0,3,43453.0,4,44946.684654026554,0
27121,Female,HR,5,25.0,0.0,12,57228.0,8,62904.23879093863,0
27122,Female,,84,23.0,0.0,4,75426.0,10,95995.70794084902,0
27123,Male,Tech,104,20.0,0.0,5,77963.0,6,81568.40081476775,0
27124,Male,Ops,107,22.0,4.0,9,60929.0,5,75831.34143759582,0
27125,Female,HR,47,22.0,2.0,5,63445.0,1,70430.18298454786,1
27126,Female,Tech,42,24.0,8.0,13,95116.0,2,,1
27127,Female,Sales,1,23.0,1.0,8,87062.0,1,104286.0421022144,1
27128,Male,,56,22.0,3.0,1,,3,72226.04855932342,0
27129,Female,HR,11,23.0,9.0,8,98365.0,10,97450.80692021144,0
27130,Male,Tech,109,20.0,7.0,0,74045.0,5,72368.82636040232,0
27131,Female,Ops,41,21.0,0.0,4,130527.0,1,143662.50479360684,1
27132,Male,Tech,36,23.0,3.0,4,111839.0,6,127611.28376571609,0
27133,Male,Sales,31,21.0,0.0,9,107664.0,10,126366.2953286948,0
27134,Female,Tech,63,,6.0,3,141606.0,5,145577.05532180076,0
27135,Male,Tech,88,20.0,,8,132269.0,8,136728.9129867593,0
27136,Male,Sales,63,23.0,9.0,4,70572.0,1,69301.47060306583,1
27137,Female,Finance,15,21.0,0.0,0,39796.0,9,37967.1109703493,0
27138,Female,,57,20.0,2.0,14,69355.0,9,82440.74770905962,0
27139,Male,Sales,2,20.0,2.0,2,85728.0,5,91520.97409014407,0
27140,Male,Sales,29,22.0,5.0,3,61275.0,7,79126.22554529962,0
27141,Male,Ops,59,20.0,4.0,4,,3,41054.53860185811,0
27142,Female,Tech,41,20.0,2.0,5,32064.0,10,38544.71168419713,0
27143,Male,HR,86,24.0,4.0,11,111668.0,5,120278.69168838495,0
27144,Male,Ops,41,20.0,3.0,3,40390.0,1,39153.1190037654,1
27145,Female,Sales,11,23.0,6.0,11,112235.0,2,113916.78511275267,1
27146,Female,Tech,95,21.0,7.0,7,138863.0,6,143659.82500106862,0
27147,Female,Finance,84,21.0,1.0,7,89391.0,3,84455.26151578678,0
27148,Female,Tech,107,23.0,5.0,6,104933.0,3,95363.76965271158,0
27149,Female,HR,39,21.0,8.0,1,34086.0,2,35531.793630232365,1
27150,Male,Tech,79,24.0,1.0,8,37503.0,8,45056.39077947502,0
27151,Male,HR,99,22.0,2.0,10,132972.0,4,134572.49504776084,0
27152,Male,Finance,81,25.0,0.0,1,30393.0,9,37070.76413274628,0
27153,Female,,4,21.0,5.0,14,74969.0,5,90603.58258205584,0
27154,Female,,116,21.0,5.0,7,105228.0,9,117994.23177933606,0
27155,Female,Ops,31,22.0,3.0,11,71353.0,2,81245.72626213823,1
27156,Male,Ops,93,22.0,1.0,6,50924.0,2,45924.55276075611,1
27157,Female,Ops,30,25.0,5.0,13,58264.0,9,59588.242657775445,0
27158,Female,Finance,61,20.0,4.0,5,100005.0,7,121522.9185139389,0
27159,Female,HR,69,23.0,,2,73653.0,1,72807.5390318919,1
27160,Male,Sales,93,22.0,8.0,6,73224.0,9,87149.15400470058,0
27161,Female,Tech,20,,2.0,0,102909.0,7,126171.01790709929,0
27162,Female,,73,22.0,1.0,5,84120.0,10,104646.57352498168,0
27163,Male,Sales,117,20.0,7.0,3,121758.0,5,134358.973744884,0
27164,Female,,101,22.0,9.0,2,48146.0,8,47089.399974812666,0
27165,Female,Sales,14,20.0,0.0,5,40653.0,3,52102.47119194829,0
27166,Female,Finance,119,25.0,7.0,3,58381.0,7,64133.04902068802,0
27167,Male,Finance,44,20.0,8.0,1,70133.0,1,82929.4558958585,1
27168,Female,HR,18,25.0,2.0,7,70736.0,9,73721.4806048568,0
27169,Female,Ops,49,20.0,0.0,5,135006.0,1,128150.61146180984,1
27170,Male,Ops,81,,2.0,7,123439.0,10,157274.9149366626,0
27171,Male,HR,81,21.0,1.0,14,117480.0,2,119359.56137111063,1
27172,Female,Tech,58,20.0,3.0,7,124042.0,5,,0
27173,Male,Finance,70,23.0,8.0,5,140050.0,3,161121.04889629592,0
27174,Female,Tech,21,22.0,2.0,5,88896.0,10,99999.15335608718,0
27175,Male,,54,21.0,4.0,4,50230.0,1,63517.89542012069,1
27176,Female,Finance,110,20.0,3.0,9,93875.0,10,99571.47451151257,0
27177,Female,Ops,42,20.0,2.0,11,130259.0,3,137061.27936077726,0
27178,Female,Ops,10,20.0,8.0,12,64973.0,3,74630.00108679815,0
27179,Male,Finance,108,,8.0,4,148092.0,4,152203.91199186968,0
27180,Male,Ops,92,20.0,3.0,6,68520.0,10,76709.65197066635,0
27181,Female,Ops,101,22.0,3.0,4,74692.0,6,72899.59641590061,0
27182,Female,Sales,45,21.0,8.0,12,123487.0,8,,0
27183,Female,Sales,55,25.0,2.0,13,71916.0,4,81894.38058523317,0
27184,Female,Finance,21,24.0,5.0,8,132513.0,3,124586.21013099536,0
27185,Male,Ops,65,23.0,1.0,3,133657.0,1,148306.00558424895,1
27186,Male,Sales,41,25.0,8.0,9,113447.0,4,123939.82413191165,0
27187,Female,Tech,68,22.0,8.0,8,31868.0,3,29831.910077296652,0
27188,Male,Finance,101,22.0,7.0,12,116970.0,1,124506.20554887514,1
27189,Male,Finance,109,20.0,8.0,13,139731.0,5,139966.15666565587,0
27190,Male,Tech,52,23.0,1.0,2,101827.0,1,127233.745042458,1
27191,Female,Finance,112,24.0,7.0,10,80744.0,2,96845.91868256396,1
27192,Female,Ops,6,23.0,5.0,13,76451.0,8,72793.29322717246,0
27193,Male,Sales,25,24.0,8.0,4,,1,38590.378512045,1
27194,Male,HR,65,22.0,3.0,9,30760.0,10,28521.766866964503,0
27195,Female,Sales,100,22.0,4.0,0,129206.0,4,,0
27196,Female,Tech,106,25.0,0.0,1,141839.0,4,169022.32264858787,0
27197,Female,HR,35,25.0,2.0,14,39456.0,9,36468.27057677452,0
27198,Male,Ops,3,23.0,1.0,6,98461.0,10,89268.97254100084,0
27199,Male,Ops,108,21.0,0.0,11,,9,128153.10107947342,0
27200,Male,Sales,40,20.0,8.0,8,127895.0,9,157362.70285499847,0
27201,Female,Finance,64,23.0,4.0,12,30571.0,5,34899.88015742095,0
27202,Female,Finance,88,25.0,4.0,8,68195.0,3,73152.42079697907,0
27203,Female,Tech,87,21.0,5.0,8,93263.0,9,93328.85366768522,0
27204,Female,Finance,90,23.0,0.0,14,142663.0,8,159804.05104454496,0
27205,Female,Ops,69,23.0,1.0,8,138707.0,4,180175.48914950909,0
27206,Male,HR,34,21.0,4.0,9,115721.0,1,141558.66850973977,1
27207,Male,Sales,117,24.0,0.0,9,85042.0,1,103041.62240182569,1
27208,Male,Sales,52,20.0,6.0,4,117597.0,5,131192.8934126435,0
27209,Female,Sales,78,24.0,2.0,13,121141.0,1,153162.4176320872,1
27210,Male,Finance,24,25.0,8.0,7,149571.0,8,146877.64418107088,0
27211,Female,HR,38,21.0,6.0,1,131662.0,2,139228.74027285972,1
27212,Male,Finance,97,21.0,7.0,11,107191.0,9,134630.33255288523,0
27213,Male,Finance,53,24.0,3.0,1,43974.0,5,41827.59050418737,0
27214,Female,Ops,56,21.0,8.0,12,,7,131115.78949466508,0
27215,Male,Ops,17,20.0,4.0,14,71530.0,5,67410.55324070572,0
27216,Male,Finance,97,23.0,0.0,10,63077.0,10,60060.219219184975,0
27217,Male,Tech,108,20.0,5.0,11,97942.0,2,104213.36397188267,1
27218,Male,,108,,0.0,4,67159.0,8,65453.49896462841,0
27219,Male,Tech,15,21.0,5.0,12,90310.0,5,114948.45246582976,0
27220,Male,Finance,99,21.0,6.0,2,64907.0,10,76640.96143005582,0
27221,Male,HR,14,21.0,2.0,9,75174.0,7,94684.59586049865,0
27222,Female,Tech,61,22.0,1.0,6,103798.0,4,,0
27223,Male,Ops,65,21.0,2.0,6,143986.0,5,173168.75559944066,0
27224,Female,Sales,46,22.0,0.0,8,,10,179048.4711833233,0
27225,Male,Sales,14,23.0,3.0,10,,3,35002.289226529385,0
27226,Female,Finance,102,,7.0,14,37622.0,8,35091.044944157635,0
27227,Female,Sales,109,22.0,,1,102862.0,2,104709.96671818399,1
27228,Male,Finance,37,21.0,8.0,14,131960.0,7,146720.94200835723,0
27229,Female,,76,21.0,5.0,13,83968.0,10,79323.57792900038,0
27230,Female,,117,20.0,5.0,10,93603.0,9,121419.55781139078,0
27231,Male,HR,99,24.0,2.0,11,123588.0,6,156129.58134393927,0
27232,Female,HR,32,20.0,5.0,6,60417.0,7,,0
27233,Male,HR,2,20.0,7.0,1,137702.0,4,144846.37478781404,0
27234,Female,Tech,97,24.0,8.0,6,110046.0,4,135926.3501519636,0
27235,Female,Ops,18,21.0,6.0,11,56667.0,8,64008.761332254384,0
27236,Female,HR,111,25.0,8.0,13,97046.0,9,96515.20599822723,0
27237,Female,Tech,16,21.0,8.0,4,35626.0,10,38770.44522711722,0
27238,Male,Finance,89,,9.0,4,44818.0,1,55969.331987639984,1
27239,Male,Sales,90,20.0,7.0,2,,8,87110.61167064606,0
27240,Male,Sales,5,23.0,7.0,3,72354.0,4,76965.43126035061,0
27241,Male,Tech,16,21.0,4.0,9,67239.0,9,84272.1564846943,0
27242,Male,Sales,108,21.0,8.0,0,39010.0,8,39870.9197810664,0
27243,Female,HR,80,20.0,0.0,5,99413.0,6,105236.989345248,0
27244,Male,Sales,11,21.0,4.0,7,30850.0,7,33302.40107512132,0
27245,Female,HR,8,23.0,2.0,1,109296.0,10,110684.56425688458,0
27246,Male,HR,67,20.0,0.0,3,113308.0,3,120468.71253888399,0
27247,Male,Sales,53,23.0,8.0,3,126603.0,8,129850.98907598895,0
27248,Male,,60,23.0,7.0,14,116616.0,9,151212.62475192233,0
27249,Male,Finance,80,23.0,5.0,12,137658.0,1,172340.85224415845,1
27250,Female,Tech,7,22.0,5.0,13,102645.0,1,97703.34319379808,1
27251,Male,Ops,92,22.0,,1,50504.0,8,54179.87520599136,0
27252,Female,,2,23.0,6.0,2,53032.0,7,62317.52127517913,0
27253,Female,HR,115,24.0,6.0,10,75270.0,10,93444.5947979762,0
27254,Male,HR,99,21.0,,6,35818.0,7,39927.20804715415,0
27255,Female,Tech,31,24.0,3.0,14,103216.0,3,114342.83405030587,0
27256,Female,Tech,11,20.0,3.0,11,,5,149068.01311130408,0
27257,Male,HR,105,21.0,9.0,8,132856.0,7,123424.7773289061,0
27258,Female,Finance,75,,2.0,13,42578.0,5,40991.86273783997,0
27259,Male,Finance,65,24.0,4.0,4,111468.0,2,141432.1668747305,1
27260,Male,Ops,61,20.0,9.0,14,110722.0,2,142251.97244146018,1
27261,Female,Finance,57,23.0,0.0,4,48399.0,5,53648.964754741675,0
27262,Female,Sales,94,20.0,1.0,6,132317.0,4,161179.4433596191,0
27263,Female,HR,94,,2.0,13,88622.0,3,95769.08828126162,0
27264,Female,Tech,33,21.0,7.0,5,79893.0,7,83273.72887789815,0
27265,Female,HR,12,20.0,5.0,2,49304.0,4,56520.998694399175,0
27266,Female,,74,21.0,1.0,14,115411.0,8,144412.26811698545,0
27267,Female,Finance,55,22.0,3.0,9,117618.0,8,143982.9188032065,0
27268,Male,HR,108,22.0,9.0,1,73641.0,3,73736.5674451604,0
27269,Male,Sales,110,24.0,,11,82636.0,1,83930.11392961435,1
27270,Male,Finance,43,25.0,9.0,12,90205.0,9,97585.22468502658,0
27271,Female,Ops,68,22.0,6.0,1,148430.0,8,170775.74957480663,0
27272,Female,Ops,106,25.0,6.0,8,,7,65641.61375843834,0
27273,Female,Ops,113,,5.0,9,,4,76305.84375024203,0
27274,Male,Sales,97,20.0,5.0,7,38133.0,4,46502.392136076174,0
27275,Male,Sales,102,24.0,3.0,13,78351.0,6,70713.25086751212,0
27276,Male,Tech,95,20.0,1.0,6,78421.0,3,100640.9515821355,0
27277,Female,Tech,95,20.0,1.0,13,47834.0,4,47169.32484412894,0
27278,Male,Ops,5,20.0,1.0,4,141381.0,3,147772.65679574746,0
27279,Male,HR,63,22.0,1.0,13,58081.0,3,73563.37636828338,0
27280,Female,Finance,85,24.0,1.0,9,129805.0,10,,0
27281,Male,Tech,18,23.0,1.0,5,99667.0,5,127475.33386263902,0
27282,Male,Finance,82,20.0,0.0,5,110222.0,9,,0
27283,Male,HR,4,24.0,5.0,12,142442.0,5,148849.68831621596,0
27284,Female,Ops,50,25.0,7.0,14,71078.0,6,85323.17897580982,0
27285,Male,Finance,20,24.0,7.0,12,76012.0,2,88465.00978477289,1
27286,Female,Ops,53,22.0,1.0,12,71115.0,9,70192.0451717556,0
27287,Female,Finance,20,22.0,5.0,3,133785.0,2,,1
27288,Male,HR,112,23.0,2.0,12,112094.0,9,136257.6306322241,0
27289,Male,Tech,54,21.0,7.0,13,91841.0,7,88717.63340041587,0
27290,Female,Sales,28,24.0,9.0,2,131605.0,5,144270.30257033807,0
27291,Female,Ops,111,23.0,9.0,11,30680.0,5,28135.481701159864,0
27292,Female,Tech,77,,2.0,7,80462.0,6,101982.21871306743,0
27293,Female,Finance,35,20.0,5.0,4,51464.0,3,55596.723767123476,0
27294,Female,Tech,18,25.0,3.0,7,119700.0,8,131326.31074664177,0
27295,Male,Sales,33,21.0,9.0,4,80701.0,8,97758.88152155682,0
27296,Female,Ops,37,21.0,5.0,13,133212.0,4,129292.36859854001,0
27297,Male,Ops,100,24.0,7.0,11,42406.0,7,50274.494541858694,0
27298,Female,Tech,9,21.0,8.0,13,138313.0,7,147857.30189123427,0
27299,Male,HR,26,25.0,2.0,3,144042.0,10,184562.03966888844,0
27300,Female,Finance,1,,5.0,14,60986.0,6,61698.444239083634,0
27301,Male,Tech,25,23.0,7.0,0,142352.0,6,159459.8096717848,0
27302,Male,HR,88,24.0,5.0,14,33954.0,4,33615.02902834324,0
27303,Female,Ops,30,23.0,9.0,0,126545.0,1,132667.12982791016,1
27304,Female,Finance,42,23.0,8.0,8,43172.0,3,44133.2355909719,0
27305,Male,,76,24.0,9.0,12,147097.0,10,170947.80740826362,0
27306,Male,Sales,108,25.0,4.0,0,42816.0,1,,1
27307,Male,HR,15,20.0,4.0,1,,2,43286.240854226184,1
27308,Female,Sales,84,,6.0,14,78332.0,5,89301.36977393503,0
27309,Female,Sales,91,25.0,3.0,5,54395.0,4,70506.28415247047,0
27310,Female,Sales,93,21.0,6.0,14,38244.0,10,38784.84517670931,0
27311,Female,HR,66,25.0,4.0,11,56871.0,2,68037.9535171646,1
27312,Male,Finance,15,24.0,0.0,7,63435.0,6,76939.30784370794,0
27313,Female,Ops,99,25.0,0.0,11,54498.0,2,65564.51919366971,1
27314,Female,Finance,10,24.0,7.0,8,119164.0,4,127793.1277167663,0
27315,Female,Finance,57,23.0,1.0,5,,4,65941.29219710217,0
27316,Female,Finance,26,23.0,,3,126725.0,5,129246.48131997502,0
27317,Female,Ops,34,25.0,0.0,1,,6,148408.3004827631,0
27318,Male,Ops,8,21.0,1.0,3,65209.0,6,61710.02261781751,0
27319,Female,HR,58,21.0,8.0,10,141037.0,10,133178.33110160654,0
27320,Male,Tech,65,23.0,4.0,9,146245.0,1,180216.03609091474,1
27321,Female,Ops,15,20.0,5.0,5,131359.0,5,158357.596959505,0
27322,Female,Ops,68,25.0,2.0,5,56285.0,9,61432.3516326985,0
27323,Female,Tech,67,20.0,7.0,12,112238.0,4,116559.95139790194,0
27324,Female,Ops,109,24.0,2.0,0,51095.0,3,63969.87911498692,0
27325,Male,,42,20.0,2.0,14,138219.0,4,162886.64276674614,0
27326,Male,Ops,2,24.0,0.0,14,109602.0,7,120839.37897588126,0
27327,Female,HR,19,25.0,5.0,11,110758.0,7,105264.15817798916,0
27328,Male,Ops,19,22.0,5.0,8,31156.0,9,38191.82807141955,0
27329,Male,Tech,46,23.0,5.0,7,,3,104102.82193549651,0
27330,Female,Finance,105,21.0,2.0,8,96466.0,7,89168.0988036637,0
27331,Male,Tech,83,22.0,9.0,0,35432.0,4,34310.98134596231,0
27332,Male,Ops,84,23.0,,11,34115.0,10,42912.33947933325,0
27333,Female,Ops,49,21.0,1.0,11,78491.0,6,94543.38650110344,0
27334,Female,HR,58,22.0,1.0,8,92238.0,10,106661.95380723782,0
27335,Male,Finance,37,24.0,,6,147020.0,7,180967.6487912699,0
27336,Female,Ops,66,21.0,0.0,4,46337.0,4,41916.37827066707,0
27337,Female,HR,25,25.0,1.0,0,57529.0,1,67948.5887522901,1
27338,Female,HR,103,24.0,7.0,0,56130.0,3,51386.95000595745,0
27339,Male,Tech,86,20.0,5.0,7,126868.0,8,142865.4288154028,0
27340,Female,Finance,34,24.0,,8,108249.0,7,109206.61823067137,0
27341,Female,Sales,86,23.0,7.0,3,64063.0,4,82267.70317878302,0
27342,Male,HR,76,,8.0,13,54464.0,6,66866.3097357732,0
27343,Male,Sales,110,23.0,6.0,10,30139.0,4,30209.828163511356,0
27344,Male,Tech,39,21.0,6.0,12,83321.0,2,83141.62842125048,1
27345,Male,HR,110,23.0,4.0,13,143764.0,3,183527.7750739525,0
27346,Male,Finance,12,23.0,2.0,3,53036.0,4,49468.56025201081,0
27347,Female,Sales,48,21.0,4.0,3,126606.0,10,125001.1837702978,0
27348,Male,Finance,110,23.0,7.0,6,148178.0,7,147422.63839096468,0
27349,Female,Sales,117,22.0,3.0,0,31614.0,1,38506.60576717762,1
27350,Male,Tech,95,23.0,1.0,4,63429.0,3,75815.25676515498,0
27351,Female,HR,117,25.0,9.0,12,141295.0,1,175361.3282392391,1
27352,Female,HR,60,,4.0,10,60893.0,7,59785.06959703519,0
27353,Male,Tech,96,23.0,4.0,6,45767.0,7,55489.21054204498,0
27354,Male,Ops,100,20.0,4.0,13,45290.0,5,41093.987879547785,0
27355,Male,Sales,14,25.0,9.0,9,94551.0,6,103441.99735326685,0
27356,Male,Sales,26,22.0,1.0,9,93870.0,6,116945.77336304466,0
27357,Male,Ops,92,21.0,8.0,2,63020.0,1,76449.65319187679,1
27358,Male,Tech,1,25.0,9.0,5,99966.0,9,123991.89378576452,0
27359,Female,Finance,10,24.0,7.0,0,,4,140685.3055124297,0
27360,Female,Finance,87,20.0,,4,72050.0,1,70137.67326670188,1
27361,Female,Tech,35,21.0,,8,69483.0,2,66332.73440348054,1
27362,Female,Finance,79,25.0,3.0,13,31137.0,5,32962.940734301876,0
27363,Female,Tech,53,20.0,,1,105828.0,2,112708.66785754544,1
27364,Male,Sales,45,23.0,4.0,8,126515.0,10,147152.14069753583,0
27365,Male,Sales,8,21.0,7.0,2,36354.0,1,34850.29378256321,1
27366,Female,Ops,2,24.0,5.0,5,139664.0,9,139531.70784293758,0
27367,Female,Tech,20,20.0,7.0,14,119723.0,3,142541.8556448867,0
27368,Male,Finance,41,24.0,4.0,12,52114.0,10,53847.75774788518,0
27369,Male,Tech,107,20.0,7.0,8,115674.0,6,140299.28433915676,0
